CustomerID,Gender,Age,Annual_Income_k,Spending_Score,Gender_Code,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,PCA_1,PCA_2,Persona_Name
63,Female,67,47,52,0,0,2,0,1.1371790315325592,-1.1540164731714009,Moderate Mainstream (Standard)
64,Female,54,47,59,0,0,2,0,0.30871968583734033,-1.029229823881039,Moderate Mainstream (Standard)
65,Male,63,48,51,1,0,2,0,1.4381548317970305,0.16384865336354856,Moderate Mainstream (Standard)
66,Male,18,48,59,1,0,2,0,-0.9967581864763204,0.5307687042549079,Moderate Mainstream (Standard)
67,Female,43,48,50,0,0,2,0,0.005441712322809603,-0.9542259428324955,Moderate Mainstream (Standard)
68,Female,68,48,48,0,0,2,0,1.2929844217837347,-1.1482759720309443,Moderate Mainstream (Standard)
69,Male,19,48,59,1,0,2,0,-0.9473898624841322,0.5233272485112271,Moderate Mainstream (Standard)
70,Female,32,48,47,0,0,2,0,-0.45760793710692954,-0.8843903830616566,Moderate Mainstream (Standard)
71,Male,70,49,55,1,0,2,0,1.6768317273764528,0.15699496246765052,Moderate Mainstream (Standard)
72,Female,47,49,42,0,0,2,0,0.41602129386299125,-0.9868370801359456,Moderate Mainstream (Standard)
73,Female,60,50,49,0,0,2,0,0.8709062189112121,-1.026319052084279,Moderate Mainstream (Standard)
74,Female,60,50,56,0,0,2,0,0.68423508511444,-0.9982713274617661,Moderate Mainstream (Standard)
75,Male,59,54,47,1,0,2,0,1.3459578368199978,0.35284257370741784,Moderate Mainstream (Standard)
76,Male,26,54,54,1,0,2,0,-0.4698679887189844,0.6264583378713928,Moderate Mainstream (Standard)
77,Female,45,54,53,0,0,2,0,0.022783527502133864,-0.7818330323281971,Moderate Mainstream (Standard)
78,Male,40,54,48,1,0,2,0,0.381292376140312,0.4982370506405666,Moderate Mainstream (Standard)
79,Female,23,54,52,0,0,2,0,-1.0366522954978958,-0.6221278237704386,Moderate Mainstream (Standard)
80,Female,49,54,42,0,0,2,0,0.5135971765801001,-0.8556738511382975,Moderate Mainstream (Standard)
81,Male,57,54,51,1,0,2,0,1.1405519695231803,0.3837527564076438,Moderate Mainstream (Standard)
82,Male,38,54,55,1,0,2,0,0.09588459435916345,0.541167686750441,Moderate Mainstream (Standard)
83,Male,67,54,41,1,0,2,0,1.9009082577261651,0.26927002093867547,Moderate Mainstream (Standard)
84,Female,46,54,44,0,0,2,0,0.3121575949473149,-0.8253358483008233,Moderate Mainstream (Standard)
85,Female,21,54,57,0,0,2,0,-1.2687254676228237,-0.5872108232669965,Moderate Mainstream (Standard)
86,Male,48,54,46,1,0,2,0,0.8295735777340381,0.4306917690846889,Moderate Mainstream (Standard)
87,Female,55,57,58,0,0,2,0,0.3824337841231037,-0.7485858164579173,Moderate Mainstream (Standard)
88,Female,22,57,55,0,0,2,0,-1.1667189931347755,-0.5150382303261039,Moderate Mainstream (Standard)
89,Female,34,58,60,0,0,2,0,-0.7078677824225225,-0.5550923821371891,Moderate Mainstream (Standard)
90,Female,50,58,46,0,0,2,0,0.4553676690460329,-0.7302511232811061,Moderate Mainstream (Standard)
91,Female,68,59,55,0,0,2,0,1.103759604398974,-0.7989267383414108,Moderate Mainstream (Standard)
92,Male,18,59,41,1,0,2,0,-0.5193003831583236,0.7799474928640373,Moderate Mainstream (Standard)
93,Male,48,60,49,1,0,2,0,0.7481787449289861,0.6179675910763486,Moderate Mainstream (Standard)
94,Female,40,60,40,0,0,2,0,0.1212239519859058,-0.6214590164695928,Moderate Mainstream (Standard)
95,Female,32,60,42,0,0,2,0,-0.3270572496078203,-0.5539137349137151,Moderate Mainstream (Standard)
96,Male,24,60,52,1,0,2,0,-0.5166629453678614,0.808582982334333,Moderate Mainstream (Standard)
97,Female,47,60,47,0,0,2,0,0.280131086134451,-0.6455014820528443,Moderate Mainstream (Standard)
98,Female,27,60,50,0,0,2,0,-0.7872373081936438,-0.4846519137695824,Moderate Mainstream (Standard)
99,Male,48,61,42,1,0,2,0,0.9346177256723046,0.6191290945508372,Moderate Mainstream (Standard)
100,Male,20,61,49,1,0,2,0,-0.6343664799057367,0.855537579996409,Moderate Mainstream (Standard)
101,Female,23,62,41,0,0,2,0,-0.7451691668163107,-0.4325289948298015,Moderate Mainstream (Standard)
102,Female,49,62,48,0,0,2,0,0.35173612318381,-0.5979591195429858,Moderate Mainstream (Standard)
103,Male,67,62,59,1,0,2,0,1.4190395463925514,0.5750665661725813,Moderate Mainstream (Standard)
104,Male,26,62,55,1,0,2,0,-0.49839251797472295,0.8641389804506239,Moderate Mainstream (Standard)
105,Male,49,62,56,1,0,2,0,0.610411629017495,0.6969923161491848,Moderate Mainstream (Standard)
106,Female,21,62,42,0,0,2,0,-0.8705731196287975,-0.41363926553922403,Moderate Mainstream (Standard)
107,Female,66,63,50,0,0,2,0,1.137430868341335,-0.6872410034821228,Moderate Mainstream (Standard)
108,Male,54,63,46,1,0,2,0,1.1236941442060855,0.6489260874956216,Moderate Mainstream (Standard)
109,Male,68,63,43,1,0,2,0,1.8948525945810508,0.5327252536744439,Moderate Mainstream (Standard)
110,Male,66,63,48,1,0,2,0,1.662779422456123,0.567642254177886,Moderate Mainstream (Standard)
111,Male,65,63,52,1,0,2,0,1.5067418791514937,0.5911109811344313,Moderate Mainstream (Standard)
112,Female,19,63,54,0,0,2,0,-1.2895495786039508,-0.3214653123162668,Moderate Mainstream (Standard)
113,Female,38,64,42,0,0,2,0,-0.03177591786850531,-0.48172555698779157,Moderate Mainstream (Standard)
114,Male,19,64,46,1,0,2,0,-0.6044293485739545,0.9385862666214468,Moderate Mainstream (Standard)
115,Female,18,65,48,0,0,2,0,-1.1793783797343842,-0.27964630719787936,Moderate Mainstream (Standard)
116,Female,19,65,50,0,0,2,0,-1.1833446653984168,-0.27907412733512776,Moderate Mainstream (Standard)
117,Female,63,65,43,0,0,2,0,1.1755327240546358,-0.6345459046795903,Moderate Mainstream (Standard)
118,Female,49,65,59,0,0,2,0,0.05769931091423608,-0.4662564394166022,Moderate Mainstream (Standard)
119,Female,51,67,43,0,0,2,0,0.5826485300414702,-0.4868299795614185,Moderate Mainstream (Standard)
120,Female,50,67,57,0,0,2,0,0.1599379384557378,-0.42329307457271154,Moderate Mainstream (Standard)
121,Male,27,67,56,1,0,2,0,-0.4768522640779128,1.0067504829951688,Moderate Mainstream (Standard)
122,Female,38,67,40,0,0,2,0,0.020862232627354736,-0.40211150830321835,Moderate Mainstream (Standard)
123,Female,40,69,58,0,0,2,0,-0.36087691240116143,-0.2864532431386849,Moderate Mainstream (Standard)
124,Male,39,69,91,1,1,1,2,-0.8182523512624222,1.1161100933775705,High-Value Champions (VIP)
125,Female,23,70,29,0,3,2,0,-0.4270187333066152,-0.24693698369238065,Cautious Affluent (Savers)
126,Female,31,70,77,0,1,1,2,-1.3121027731184043,-0.11414137508744995,High-Value Champions (VIP)
127,Male,43,71,35,1,0,2,0,0.8721257089736005,0.920380929616746,Moderate Mainstream (Standard)
128,Male,40,71,95,1,1,1,2,-0.8760175526895824,1.183114365040758,High-Value Champions (VIP)
129,Male,59,71,11,1,3,0,3,2.302034208723259,0.7051540104406674,Cautious Affluent (Savers)
130,Male,38,71,75,1,1,1,2,-0.4414081041117526,1.1178609204637961,High-Value Champions (VIP)
131,Male,47,71,9,1,3,0,3,1.7629489304732213,0.7864378437584031,Cautious Affluent (Savers)
132,Male,39,71,75,1,1,1,2,-0.3920397801195644,1.1104194647201155,High-Value Champions (VIP)
133,Female,25,72,34,0,0,2,0,-0.4620829155696975,-0.18336734996965742,Moderate Mainstream (Standard)
134,Female,31,72,71,0,1,1,2,-1.1525632502566496,-0.07976382571274324,High-Value Champions (VIP)
135,Male,20,73,5,1,3,0,3,0.5362090958896745,1.0297483338189202,Cautious Affluent (Savers)
136,Female,29,73,88,0,1,1,2,-1.7048762333723546,0.032444216526294825,High-Value Champions (VIP)
137,Female,44,73,7,0,3,0,3,1.1957003175874028,-0.40372986168942465,Cautious Affluent (Savers)
138,Male,32,73,73,1,1,1,2,-0.6847477445155681,1.2129144755134516,High-Value Champions (VIP)
139,Male,19,74,10,1,3,0,3,0.35327209470348125,1.0864331066756836,Cautious Affluent (Savers)
140,Female,35,74,72,0,1,1,2,-0.9822215652229143,-0.04710437469024596,High-Value Champions (VIP)
141,Female,57,75,5,0,3,0,3,1.890358833035163,-0.4500639657697019,Cautious Affluent (Savers)
142,Male,32,75,93,1,1,1,2,-1.2185581471846814,1.3514692877717787,High-Value Champions (VIP)
143,Female,28,76,40,0,0,2,0,-0.4749103847756089,-0.0648138979933949,Moderate Mainstream (Standard)
144,Female,32,76,87,0,1,1,2,-1.5308004157280404,0.09374071578304213,High-Value Champions (VIP)
145,Male,25,77,12,1,3,0,3,0.5954509698400291,1.1374256921110375,Cautious Affluent (Savers)
146,Male,28,77,97,1,1,1,2,-1.5231649685727824,1.4556808381533697,High-Value Champions (VIP)
147,Male,48,77,36,1,3,2,0,1.09090710578571,1.0624358372835703,Cautious Affluent (Savers)
148,Female,32,77,74,0,1,1,2,-1.1843576060160599,0.07086131243823393,High-Value Champions (VIP)
149,Female,34,78,22,0,3,0,3,0.3008467399765986,-0.12316689671936618,Cautious Affluent (Savers)
150,Male,34,78,90,1,1,1,2,-1.0405160438763346,1.4121936071657744,High-Value Champions (VIP)
151,Male,43,78,17,1,3,0,3,1.3505121245054115,1.0527228058378681,Cautious Affluent (Savers)
152,Male,39,78,88,1,1,1,2,-0.7403398142591731,1.3669726928409387,High-Value Champions (VIP)
153,Female,44,78,20,0,3,0,3,0.8478645895547011,-0.2055950897626052,Cautious Affluent (Savers)
154,Female,38,78,76,0,1,1,2,-0.9417144247726049,0.06343544167958418,High-Value Champions (VIP)
155,Female,47,78,16,0,3,0,3,1.102638780843707,-0.24394672820651186,Cautious Affluent (Savers)
156,Female,27,78,89,0,1,1,2,-1.8314409514521088,0.19738008630188164,High-Value Champions (VIP)
157,Male,37,78,1,1,3,0,3,1.4809790578020472,1.0332624554484935,Cautious Affluent (Savers)
158,Female,30,78,78,0,1,1,2,-1.3899956263663311,0.13098072323546173,High-Value Champions (VIP)
159,Male,34,78,1,1,3,0,3,1.3328740858254826,1.0555868226795355,Cautious Affluent (Savers)
160,Female,30,78,73,0,1,1,2,-1.2566591022257796,0.11094663421938092,High-Value Champions (VIP)
161,Female,56,79,35,0,3,2,0,1.0400427519858513,-0.20558106354152883,Cautious Affluent (Savers)
162,Female,29,79,83,0,1,1,2,-1.5729326275525244,0.18766549609222516,High-Value Champions (VIP)
163,Male,19,81,5,1,3,0,3,0.48498354746985806,1.2708636143386158,Cautious Affluent (Savers)
164,Female,31,81,93,0,1,1,2,-1.741333333956158,0.2712692188310292,High-Value Champions (VIP)
165,Male,50,85,26,1,3,0,3,1.4544595776235612,1.241158572540062,Cautious Affluent (Savers)
166,Female,36,85,75,0,1,1,2,-1.0154088393030458,0.27877613204274226,High-Value Champions (VIP)
167,Male,42,86,20,1,3,0,3,1.219284661601264,1.3058585397672122,Cautious Affluent (Savers)
168,Female,33,86,95,0,1,1,2,-1.69709206089527,0.4104460834351095,High-Value Champions (VIP)
169,Female,36,87,27,0,3,0,3,0.2641574863393418,0.14486733368237004,Cautious Affluent (Savers)
170,Male,32,87,63,1,1,1,-1,-0.4213248389828145,1.5817754908393158,High-Value Champions (VIP)
171,Male,40,87,13,1,3,0,3,1.3069869943602064,1.3219029547290624,Cautious Affluent (Savers)
172,Male,28,87,75,1,1,1,2,-0.9388057928888909,1.6596231274526325,High-Value Champions (VIP)
173,Male,36,87,10,1,3,0,3,1.1895156128757847,1.3396483242941364,Cautious Affluent (Savers)
174,Male,36,87,92,1,1,1,2,-0.9972033830292606,1.6682073841578622,High-Value Champions (VIP)
175,Female,52,88,13,0,3,0,3,1.4271607847544436,-0.0010821793645451152,Cautious Affluent (Savers)
176,Female,30,88,86,0,1,1,2,-1.6056555955257488,0.4551275466312095,High-Value Champions (VIP)
177,Male,58,88,15,1,3,0,3,2.1420500635099198,1.2251796150462444,Cautious Affluent (Savers)
178,Male,27,88,69,1,1,1,2,-0.8284024409658708,1.672232904474018,High-Value Champions (VIP)
179,Male,59,93,14,1,3,0,3,2.2169249270629505,1.3597774819843569,Cautious Affluent (Savers)
180,Male,35,93,90,1,1,1,2,-0.9946300156859493,1.8428905728771217,High-Value Champions (VIP)
181,Female,37,97,32,0,3,0,3,0.17786775565644328,0.4495522479247887,Cautious Affluent (Savers)
182,Female,32,97,86,0,1,1,2,-1.5090083250224542,0.7031276880168649,High-Value Champions (VIP)
183,Male,46,98,15,1,3,0,3,1.547308645069126,1.6065693649404311,Cautious Affluent (Savers)
184,Female,29,98,88,0,1,1,2,-1.7106800597086929,0.7626749189513413,High-Value Champions (VIP)
185,Female,41,99,39,0,3,0,-1,0.1882056117215168,0.506252605766583,Cautious Affluent (Savers)
186,Male,30,99,97,1,1,1,2,-1.4295356877643834,2.083400944800049,High-Value Champions (VIP)
187,Female,54,101,24,0,3,0,3,1.2295390899347107,0.40782987024449563,Cautious Affluent (Savers)
188,Male,28,101,68,1,1,1,-1,-0.7553848018404681,2.040504596188145,High-Value Champions (VIP)
189,Female,41,103,17,0,3,0,3,0.7739577057261294,0.5349395264838346,Cautious Affluent (Savers)
190,Female,36,103,85,0,1,1,2,-1.2862606425463121,0.8446104158209375,High-Value Champions (VIP)
191,Female,34,103,23,0,3,0,3,0.2683756088121503,0.6110706235088963,Cautious Affluent (Savers)
192,Female,32,103,69,0,1,1,-1,-1.0570570612653,0.8102671539442015,High-Value Champions (VIP)
193,Male,33,113,8,1,3,0,-1,1.088709271165649,2.113398986440794,Cautious Affluent (Savers)
194,Female,38,113,91,0,1,1,-1,-1.3498493540651328,1.1458606921228918,High-Value Champions (VIP)
195,Female,47,120,16,0,3,0,-1,1.092888352598659,0.9828408518675662,Cautious Affluent (Savers)
196,Female,35,120,79,0,1,1,-1,-1.1795717394785485,1.3245678423943525,High-Value Champions (VIP)
197,Female,45,126,28,0,3,0,-1,0.6727511283562376,1.2210609455755328,Cautious Affluent (Savers)
198,Male,32,126,74,1,1,1,-1,-0.7237191611767152,2.7650103824577656,High-Value Champions (VIP)
199,Male,32,137,18,1,3,0,-1,0.7670962256094731,2.861930094544681,Cautious Affluent (Savers)
200,Male,30,137,83,1,1,1,-1,-1.0650152362020733,3.1372561632410934,High-Value Champions (VIP)
